"SubscriptionId","SubscriptionName","ResourceGroup","ResourceType","ResourceName","Endpoint","EndpointType"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","StaticWebApps","example-static-web-app","https://example.azurestaticapps.net","Static Web App Default Hostname"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","StaticWebApps","example-static-web-app","example.company.com","Static Web App Custom Domain"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","StaticWebApps","example-static-web-app/child-resource","https://.example.azurestaticapps.net","Static Web App Staging Environment"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","PublicIPAddresses","example-public-ip","10.0.0.x","Public IP"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","PublicIPAddresses","example-public-ip","10.0.0.x","Public IP"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","WebApps","example-web-app","example.azurewebsites.net","Function App"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","WebApps","example-web-app","example.azurewebsites.net","Function App"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","WebApps","example-web-app","example.azurewebsites.net","Web App"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","WebApps","example-web-app","example.company.com","Web App Custom Domain"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","SQLDatabases","example-resource","example.database.windows.net","SQL Server (Restricted Access)"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","SQLDatabases","example-resource/child-resource","example.database.windows.net","SQL Database"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","StorageAccounts","example-resource","https://example.blob.core.windows.net/","Blob Endpoint (Restricted Access) (Network: Allow All)"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","StorageAccounts","example-resource","https://example.file.core.windows.net/","File Endpoint (Network: Allow All)"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","StorageAccounts","example-resource","https://example.table.core.windows.net/","Table Endpoint (Network: Allow All)"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","StorageAccounts","example-resource","https://example.queue.core.windows.net/","Queue Endpoint (Network: Allow All)"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","StorageAccounts","example-resource","https://example.web.core.windows.net/","Static Website Endpoint (Network: Allow All)"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","StorageAccounts","example-resource","https://example.blob.core.windows.net/","Blob Endpoint (Public Access)"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","StorageAccounts","example-resource","https://example.file.core.windows.net/","File Endpoint"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","StorageAccounts","example-resource","https://example.table.core.windows.net/","Table Endpoint"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","StorageAccounts","example-resource","https://example.queue.core.windows.net/","Queue Endpoint"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","StorageAccounts","example-resource","https://example.web.core.windows.net/","Static Website Endpoint"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","StorageAccounts","example-resource","https://example.blob.core.windows.net/","Blob Endpoint (Public Access)"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","StorageAccounts","example-resource","https://example.file.core.windows.net/","File Endpoint"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","StorageAccounts","example-resource","https://example.table.core.windows.net/","Table Endpoint"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","StorageAccounts","example-resource","https://example.queue.core.windows.net/","Queue Endpoint"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","StorageAccounts","example-resource","https://example.web.core.windows.net/","Static Website Endpoint"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","VPNGateways","example-resource","10.0.0.x","VPN Gateway (Public IP)"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","VPNGateways","example-resource/child-resource","10.0.0.x","VPN Gateway Public IP"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","AzureFirewall","example-resource","N/A","Azure Firewall"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","AzureFirewall","example-resource/child-resource","10.0.0.x","Azure Firewall Public IP"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","ApplicationInsights","example-resource","Instrumentation Key Available","Application Insights Key"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","ApplicationInsights","example-resource","Connection String Available","Application Insights Connection"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","ApplicationInsights","example-resource","xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","Application Insights ID"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","ApplicationInsights","example-resource","dc.applicationinsights.azure.com","Application Insights Ingestion Endpoint"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","ApplicationInsights","example-resource","rt.applicationinsights.azure.com","Application Insights Live Metrics Endpoint"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","WebApps","example-web-app","example.azurewebsites.net","Web App"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","WebApps","example-web-app","","Web App Custom Domain"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","WebApps","example-web-app","","Web App Custom Domain"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","WebApps","example-web-app","","Web App Custom Domain"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","WebApps","example-web-app","example.azurewebsites.net","Function App"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","SQLDatabases","example-resource","example.database.windows.net","SQL Server (Restricted Access)"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","SQLDatabases","example-resource","Azure Services","Allowed IP Range"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","SQLDatabases","example-resource","Azure Services","Allowed IP Range"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","SQLDatabases","example-resource","10.0.0.x-10.0.0.x","Allowed IP Range"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","SQLDatabases","example-resource","10.0.0.x-10.0.0.x","Allowed IP Range"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","SQLDatabases","example-resource","10.0.0.x-10.0.0.x","Allowed IP Range"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","SQLDatabases","example-resource","10.0.0.x-10.0.0.x","Allowed IP Range"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","SQLDatabases","example-resource","10.0.0.x-10.0.0.x","Allowed IP Range"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","SQLDatabases","example-resource","10.0.0.x-10.0.0.x","Allowed IP Range"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","SQLDatabases","example-resource","10.0.0.x-10.0.0.x","Allowed IP Range"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","SQLDatabases","example-resource","10.0.0.x-10.0.0.x","Allowed IP Range"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","SQLDatabases","example-resource/child-resource","example.database.windows.net","SQL Database"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","cloud-shell-storage-westeurope","StorageAccounts","example-resource","https://example.blob.core.windows.net/","Blob Endpoint (Restricted Access) (Network: Allow All)"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","cloud-shell-storage-westeurope","StorageAccounts","example-resource","https://example.file.core.windows.net/","File Endpoint (Network: Allow All)"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","cloud-shell-storage-westeurope","StorageAccounts","example-resource","https://example.table.core.windows.net/","Table Endpoint (Network: Allow All)"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","cloud-shell-storage-westeurope","StorageAccounts","example-resource","https://example.queue.core.windows.net/","Queue Endpoint (Network: Allow All)"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","cloud-shell-storage-westeurope","StorageAccounts","example-resource","https://example.web.core.windows.net/","Static Website Endpoint (Network: Allow All)"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","StorageAccounts","example-resource","https://example.blob.core.windows.net/","Blob Endpoint (Restricted Access) (Network: Allow All)"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","StorageAccounts","example-resource","https://example.file.core.windows.net/","File Endpoint (Network: Allow All)"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","StorageAccounts","example-resource","https://example.table.core.windows.net/","Table Endpoint (Network: Allow All)"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","StorageAccounts","example-resource","https://example.queue.core.windows.net/","Queue Endpoint (Network: Allow All)"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","StorageAccounts","example-resource","https://example.web.core.windows.net/","Static Website Endpoint (Network: Allow All)"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","StorageAccounts","example-resource","https://example.blob.core.windows.net/","Blob Endpoint (Public Access) (Network: Allow All)"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","StorageAccounts","example-resource","https://example.file.core.windows.net/","File Endpoint (Network: Allow All)"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","StorageAccounts","example-resource","https://example.table.core.windows.net/","Table Endpoint (Network: Allow All)"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","StorageAccounts","example-resource","https://example.queue.core.windows.net/","Queue Endpoint (Network: Allow All)"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","StorageAccounts","example-resource","https://example.web.core.windows.net/","Static Website Endpoint (Network: Allow All)"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","StorageAccounts","example-resource","https://example.blob.core.windows.net/","Blob Endpoint (Public Access) (Network: Allow All)"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","StorageAccounts","example-resource","https://example.file.core.windows.net/","File Endpoint (Network: Allow All)"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","StorageAccounts","example-resource","https://example.table.core.windows.net/","Table Endpoint (Network: Allow All)"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","StorageAccounts","example-resource","https://example.queue.core.windows.net/","Queue Endpoint (Network: Allow All)"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","StorageAccounts","example-resource","https://example.web.core.windows.net/","Static Website Endpoint (Network: Allow All)"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","VPNGateways","example-resource","10.0.0.x","VPN Gateway (Public IP)"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","VPNGateways","example-resource/child-resource","10.0.0.x","VPN Gateway Public IP"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","ApplicationInsights","example-resource","Instrumentation Key Available","Application Insights Key"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","ApplicationInsights","example-resource","Connection String Available","Application Insights Connection"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","ApplicationInsights","example-resource","xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","Application Insights ID"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","ApplicationInsights","example-resource","dc.applicationinsights.azure.com","Application Insights Ingestion Endpoint"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-resource-name","ApplicationInsights","example-resource","rt.applicationinsights.azure.com","Application Insights Live Metrics Endpoint"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example","PublicIPAddresses","example-public-ip","10.0.0.x","Public IP"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-prod-aks","PublicIPAddresses","example-public-ip","10.0.0.x","Public IP"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-prod-aks","PublicIPAddresses","example-public-ip","10.0.0.x","Public IP"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-prod","AKS","example-resource","10.0.0.x","AKS Load Balancer IP"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-prod","AKS","example-resource","10.0.0.x","AKS Load Balancer IP"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-prod-aks","LoadBalancers","example-resource","N/A","Load Balancer"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-prod-aks","LoadBalancers","example-resource/child-resource","10.0.0.x","Load Balancer Public IP"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-prod-aks","LoadBalancers","example-resource/child-resource","10.0.0.x","Load Balancer Public IP"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-prod-aks","LoadBalancers","example-resource","N/A","Load Balancer"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-prod-aks","StorageAccounts","example-resource","https://example.blob.core.windows.net/","Blob Endpoint (Restricted Access) (Network: Allow All)"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-prod-aks","StorageAccounts","example-resource","https://example.file.core.windows.net/","File Endpoint (Network: Allow All)"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-prod-aks","StorageAccounts","example-resource","https://example.table.core.windows.net/","Table Endpoint (Network: Allow All)"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-prod-aks","StorageAccounts","example-resource","https://example.queue.core.windows.net/","Queue Endpoint (Network: Allow All)"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-prod-aks","StorageAccounts","example-resource","https://example.web.core.windows.net/","Static Website Endpoint (Network: Allow All)"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-prod-monitoring","StorageAccounts","example-resource","https://example.blob.core.windows.net/","Blob Endpoint (Public Access)"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-prod-monitoring","StorageAccounts","example-resource","https://example.file.core.windows.net/","File Endpoint"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-prod-monitoring","StorageAccounts","example-resource","https://example.table.core.windows.net/","Table Endpoint"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-prod-monitoring","StorageAccounts","example-resource","https://example.queue.core.windows.net/","Queue Endpoint"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-prod-monitoring","StorageAccounts","example-resource","https://example.web.core.windows.net/","Static Website Endpoint"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-prod-prod01","StorageAccounts","example-resource","https://example.blob.core.windows.net/","Blob Endpoint (Public Access)"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-prod-prod01","StorageAccounts","example-resource","https://example.file.core.windows.net/","File Endpoint"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-prod-prod01","StorageAccounts","example-resource","https://example.table.core.windows.net/","Table Endpoint"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-prod-prod01","StorageAccounts","example-resource","https://example.queue.core.windows.net/","Queue Endpoint"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-prod-prod01","StorageAccounts","example-resource","https://example.web.core.windows.net/","Static Website Endpoint"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example","StorageAccounts","example-resource","https://example.blob.core.windows.net/","Blob Endpoint (Public Access)"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example","StorageAccounts","example-resource","https://example.file.core.windows.net/","File Endpoint"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example","StorageAccounts","example-resource","https://example.table.core.windows.net/","Table Endpoint"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example","StorageAccounts","example-resource","https://example.queue.core.windows.net/","Queue Endpoint"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example","StorageAccounts","example-resource","https://example.web.core.windows.net/","Static Website Endpoint"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-prod","StorageAccounts","example-resource","https://example.blob.core.windows.net/","Blob Endpoint (Public Access)"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-prod","StorageAccounts","example-resource","https://example.file.core.windows.net/","File Endpoint"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-prod","StorageAccounts","example-resource","https://example.table.core.windows.net/","Table Endpoint"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-prod","StorageAccounts","example-resource","https://example.queue.core.windows.net/","Queue Endpoint"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-prod","StorageAccounts","example-resource","https://example.web.core.windows.net/","Static Website Endpoint"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","terraform","StorageAccounts","example-resource","https://example.blob.core.windows.net/","Blob Endpoint (Restricted Access) (Network: Allow All)"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","terraform","StorageAccounts","example-resource","https://example.table.core.windows.net/","Table Endpoint (Network: Allow All)"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-prod-servicebus","ServiceBus","example-resource","example-prod-servicebus.servicebus.windows.net","Service Bus Namespace"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-prod-servicebus","ServiceBus","example-resource","Public Access Enabled","Service Bus Network Access"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example","VPNGateways","example-resource","10.0.0.x","VPN Gateway (Public IP)"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example","VPNGateways","example-resource/child-resource","10.0.0.x","VPN Gateway Public IP"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example","DNSZones","example-resource","example.company.com","DNS Zone"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-prod-monitoring","DNSZones","example-resource","example.company.com","DNS Zone"
"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","az-subscription-name","example-prod-prod01","DNSZones","example-resource","example.company.com","DNS Zone"
